,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-per-year
14214,-0.47454866464267426,Private,167106,0.0,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,Hong,<=50K
23012,1.86532056180239,Self-emp-inc,307786,0.0,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,<=50K
4984,-0.8401532312747155,Private,194652,0.0,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
30559,-0.8401532312747155,Private,141545,0.0,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,45,United-States,<=50K
10130,-0.8401532312747155,Private,146460,0.0,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
13173,0.03729772864218354,Private,158962,0.0,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
31715,-1.2057577979067569,State-gov,124942,0.0,10,Never-married,Other-service,Own-child,White,Male,0,0,45,United-States,<=50K
605,0.6953859485798578,Private,45612,0.0,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,37,United-States,<=50K
15679,0.4760232086006331,Local-gov,188823,0.0,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
24165,-1.4251205378859817,Private,205830,0.0,9,Never-married,Other-service,Own-child,White,Female,0,0,40,El-Salvador,<=50K
6181,0.8416277752326744,Private,178530,0.0,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
16271,-0.5476695779690826,Private,184306,0.0,11,Never-married,Transport-moving,Own-child,White,Male,0,1980,60,United-States,<=50K
31513,1.3534741685175322,Private,132704,0.0,14,Separated,Prof-specialty,Not-in-family,White,Male,10520,0,32,United-States,>50K
3676,0.40290229527422483,Private,100584,0.0,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
18780,-0.9132741446011238,Private,142506,0.0,13,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,35,United-States,<=50K
13292,-0.47454866464267426,Private,252752,0.0,14,Never-married,Exec-managerial,Not-in-family,White,Female,13550,0,60,United-States,>50K
20942,0.40290229527422483,Private,214415,0.0,10,Separated,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K
18193,0.9878696018854909,Private,110748,0.0,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
5063,0.40290229527422483,Private,111067,0.0,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
7312,1.5728369084967568,Local-gov,232769,0.0,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,<=50K
11900,-0.47454866464267426,Private,236543,0.0,8,Divorced,Protective-serv,Own-child,White,Male,0,0,54,Mexico,<=50K
20022,-1.278878711233165,Private,293968,0.0,10,Married-spouse-absent,Sales,Own-child,Black,Female,0,0,20,United-States,<=50K
2800,0.6222650352534496,Private,168283,0.0,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
1726,1.2072323418647157,Private,199067,0.0,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
31537,-1.1326368845803485,Private,161478,0.0,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
1632,0.11041864196859179,State-gov,345969,0.0,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
15067,0.9147486885590826,Local-gov,74784,0.0,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
23815,2.377166955087248,Self-emp-inc,66624,0.0,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,60,United-States,>50K
32349,-0.18206501133704123,Private,250807,0.0,7,Never-married,Craft-repair,Not-in-family,Black,Female,0,0,40,United-States,<=50K
5739,-1.3519996245595733,Private,329530,0.0,5,Never-married,Priv-house-serv,Own-child,White,Male,0,0,40,Mexico,<=50K
31767,-1.4251205378859817,Private,183532,0.0,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
22626,0.03729772864218354,Private,122032,0.0,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
5973,-0.47454866464267426,Private,165226,0.0,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
20307,0.6222650352534496,Self-emp-not-inc,26145,0.0,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
3239,-1.5713623645387982,,110998,0.0,10,Never-married,,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
8437,0.3297813819478166,Private,115323,0.0,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,40,United-States,>50K
32263,-0.8401532312747155,Private,176761,0.0,9,Never-married,Craft-repair,Other-relative,Other,Male,0,0,40,Nicaragua,<=50K
6778,0.9147486885590826,Private,180807,0.0,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
22143,-0.9132741446011238,Private,212798,0.0,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
19010,-1.3519996245595733,Federal-gov,178517,0.0,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
10169,-1.3519996245595733,Private,234880,0.0,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
7964,-1.1326368845803485,Private,361481,1.0,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,,<=50K
5589,-0.6207904912954908,Private,149184,0.0,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
2871,0.6222650352534496,Local-gov,148995,0.0,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,>50K
15098,1.7921996484759817,Self-emp-not-inc,196994,0.0,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,<=50K
21116,-0.32830683798985777,Private,226296,0.0,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
31916,-1.4982414512123898,Private,218889,0.0,5,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,<=50K
10761,-0.401427751316266,Private,191385,0.0,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Canada,<=50K
30639,0.6222650352534496,Private,168232,0.0,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States,>50K
25168,-1.278878711233165,Private,75763,0.0,10,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
297,0.03729772864218354,,157443,0.0,14,Married-civ-spouse,,Wife,Asian-Pac-Islander,Female,3464,0,40,,<=50K
14057,-1.0595159712539404,Private,52242,0.0,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
17937,0.9878696018854909,Private,194580,0.0,3,Divorced,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,<=50K
17053,-0.5476695779690826,Private,473133,0.0,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,40,United-States,>50K
32515,2.0115623884552063,Federal-gov,47358,1.0,6,Married-civ-spouse,Craft-repair,Husband,White,Male,3471,0,40,United-States,<=50K
9751,0.40290229527422483,Private,307468,0.0,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,29,United-States,>50K
